admin1,Jan_rain_min,Jan_rain_max,Jan_rain_mean,Jan_rain_count,Jan_rain_median,year,Feb_rain_min,Feb_rain_max,Feb_rain_mean,Feb_rain_median,Mar_rain_min,Mar_rain_max,Mar_rain_mean,Mar_rain_median,Apr_rain_min,Apr_rain_max,Apr_rain_mean,Apr_rain_median,May_rain_min,May_rain_max,May_rain_mean,May_rain_median,Jun_rain_min,Jun_rain_max,Jun_rain_mean,Jun_rain_median,Jul_rain_min,Jul_rain_max,Jul_rain_mean,Jul_rain_median,Aug_rain_min,Aug_rain_max,Aug_rain_mean,Aug_rain_median,Sep_rain_min,Sep_rain_max,Sep_rain_mean,Sep_rain_median,Oct_rain_min,Oct_rain_max,Oct_rain_mean,Oct_rain_median,Nov_rain_min,Nov_rain_max,Nov_rain_mean,Nov_rain_median,Dec_rain_min,Dec_rain_max,Dec_rain_mean,Dec_rain_median,silt_min,silt_max,silt_mean,silt_count,silt_median,bulkdensity_min,bulkdensity_max,bulkdensity_mean,bulkdensity_median,clay_min,clay_max,clay_mean,clay_median,harvested_area,production_mt,yield_mt_ha,value_ksh
Lamu,0.09506136178970337,6.683172702789307,3.570578835227273,220,3.3088865280151367,2012.0,0.053542472422122955,10.075850486755371,3.749430431019176,3.800729274749756,0.29309967160224915,19.40646743774414,9.398692737926137,10.967976570129395,0.6669743061065674,45.79661560058594,25.248102361505683,24.845579147338867,7.236228942871094,303.74188232421875,201.6037109375,220.39013671875,2.8625383377075195,114.42731475830078,65.1964266690341,69.78244018554688,1.4568474292755127,53.52817916870117,34.89688831676136,36.49759292602539,1.98152756690979,74.45449829101562,26.140238813920455,23.344402313232422,0.4112459421157837,42.89356231689453,19.43986594460227,16.092060089111328,1.943300485610962,100.12796783447266,64.53408203125,70.33802032470703,1.8758370876312256,223.3080291748047,120.33956853693182,125.42835998535156,0.9834633469581604,129.61048889160156,81.62096946022727,91.0079345703125,10.0,34.0,23.41636186152634,85027,24.0,1260.0,1660.0,1428.740894068943,1430.0,12.0,47.0,32.40378938454844,33.0,,,,
Machakos,4.600262641906738,34.18960189819336,11.84861971683429,261,9.179333686828613,2012.0,9.479093551635742,38.924583435058594,18.3235153256705,17.3389949798584,18.115039825439453,101.64894104003906,40.386374521072796,38.211063385009766,166.34170532226562,421.94879150390625,292.9385177203065,298.41094970703125,32.75672149658203,230.2449493408203,87.7986709770115,77.04127502441406,1.4777777194976807,32.81813049316406,13.167938817049809,12.805000305175781,0.1331351101398468,17.359403610229492,5.763616686123084,5.505910396575928,0.16113640367984772,24.174333572387695,7.7097065074233715,6.432130336761475,0.6764794588088989,19.174823760986328,5.4516377065373565,4.122586727142334,20.048641204833984,145.80224609375,60.18976742097701,53.1495475769043,73.8607406616211,297.8966064453125,170.4794360632184,170.39697265625,87.55931854248047,269.4662780761719,141.95896192528735,135.8369140625,9.0,30.0,16.362505306854096,84796,16.0,1000.0,1530.0,1317.1852445870088,1320.0,13.0,65.0,35.132447285249306,34.0,,,,
Makueni,5.098517417907715,34.18960189819336,16.475203113443047,338,16.789382934570312,2012.0,6.791038513183594,44.10600280761719,20.063548793454142,19.30854034423828,32.24448013305664,102.651123046875,59.031839404585796,56.16297912597656,106.74109649658203,465.7705993652344,217.63246579142012,197.873779296875,5.218474864959717,132.9644775390625,44.1472586908284,40.13212966918945,0.7885524034500122,40.42155456542969,8.285398946005918,5.554614067077637,2.3630281731357172e-08,14.173409461975098,4.835020889191938,4.499065399169922,0.07696951925754547,55.09538269042969,9.71885184564534,7.819939613342285,0.6464481949806213,20.816253662109375,4.1270578598835055,3.8134303092956543,5.235090255737305,95.28447723388672,26.375011556952664,20.314109802246094,82.95708465576172,308.36248779296875,146.31229197485206,138.59939575195312,85.5137939453125,208.69290161132812,135.4852071005917,132.5758056640625,9.0,35.0,16.632185987217255,116094,15.0,869.0,1530.0,1332.6265956896998,1350.0,11.0,57.0,29.02407531827657,29.0,,,,
Mandera,0.25815123319625854,4.544188499450684,1.3351898193359375,872,1.1404376029968262,2012.0,0.6075611114501953,13.49709415435791,6.057342249319094,5.77663516998291,3.9182357788085938,14.43178939819336,7.157567015481652,6.779393196105957,32.17057800292969,181.0901641845703,99.10994839449542,97.63519287109375,12.075754165649414,61.92803955078125,30.651429902522935,29.066017150878906,0.8022776246070862,7.1384992599487305,2.109176215775516,1.9550392627716064,0.006367845460772514,10.103229522705078,3.446331899100487,3.4888806343078613,3.611378929235798e-08,8.689554214477539,4.480235808486238,4.491487503051758,0.5998265147209167,11.336128234863281,2.5744970479142775,2.1362133026123047,40.36359405517578,141.62591552734375,70.39610360521789,68.69206237792969,20.360036849975586,102.35198974609375,61.64138205991973,63.372371673583984,0.5572468042373657,48.42107009887695,12.163420790926033,9.5450439453125,13.0,34.0,23.09356726794968,354686,23.0,1170.0,1560.0,1397.251563354629,1410.0,15.0,39.0,26.461983275347773,26.0,,,,
Marsabit,1.6921086311340332,15.934029579162598,4.017916971247564,2565,3.3618545532226562,2012.0,0.6046962141990662,32.553138732910156,5.128831627680312,4.7946624755859375,4.137266635894775,49.285160064697266,14.991567677875244,13.730813980102539,33.424373626708984,496.12213134765625,128.03116471734893,119.50595092773438,0.5918610095977783,215.8394775390625,43.3884381091618,30.471107482910156,5.616321629986487e-09,34.781890869140625,2.986597488730507,0.7446219325065613,0.0,52.43346405029297,8.500740131578947,4.534171104431152,0.0,48.89983367919922,4.770279376827485,2.3278489112854004,1.1089751339454779e-09,35.262359619140625,3.0245629264132554,0.9262287616729736,0.13461537659168243,328.510009765625,61.81991349902534,51.76457977294922,2.67769455909729,133.78485107421875,40.2828399122807,36.87060546875,7.022305488586426,132.31967163085938,52.39978070175439,49.86954879760742,6.0,37.0,22.78216554221848,972477,24.0,879.0,1640.0,1349.4971541743403,1360.0,10.0,57.0,30.252828601601887,30.0,,,,
Meru,4.435441493988037,24.89153480529785,11.51572335881295,278,10.236109733581543,2012.0,5.149675369262695,42.86754608154297,19.2689006997527,18.344562530517578,7.640982151031494,46.01960754394531,20.043745082059353,18.97789764404297,118.23005676269531,587.6353149414062,293.5707059352518,286.47796630859375,9.260687828063965,386.51611328125,129.08548785971223,114.20057678222656,0.0023698294535279274,106.09040069580078,20.803113758992804,9.950364112854004,6.419971498861088e-11,107.49153137207031,19.752880508093526,11.473987579345703,8.550054531042406e-08,128.57229614257812,25.020992580935253,12.377243041992188,1.154567003250122,78.82191467285156,13.153297479204136,4.068775177001953,62.73618698120117,372.671142578125,203.67195930755395,194.34133911132812,63.002647399902344,493.10113525390625,223.01506294964028,208.87342834472656,38.83960723876953,292.9896240234375,143.64623145233813,139.21871948242188,10.0,46.0,25.046330720116384,98984,25.0,710.0,1430.0,1135.752848945284,1150.0,16.0,84.0,42.3115756081791,41.0,,,,
Migori,10.709964752197266,40.60011291503906,22.069378091276977,139,20.000885009765625,2012.0,43.8570671081543,67.59902954101562,57.84292448853417,57.855777740478516,64.44142150878906,146.14144897460938,101.25938624100719,104.92131042480469,174.41737365722656,382.8011779785156,275.6691771582734,265.1671142578125,137.22879028320312,291.22088623046875,201.43168277877697,204.5205078125,60.66612243652344,230.30213928222656,130.51988253147482,123.6268310546875,15.793493270874023,110.95862579345703,47.30113604428957,39.44710159301758,27.69674301147461,127.9148178100586,69.78986342176259,65.66078186035156,28.646446228027344,258.93756103515625,145.50927383093526,149.70693969726562,72.3169937133789,198.01023864746094,138.43207621402877,139.33419799804688,103.09599304199219,246.22569274902344,151.66594536870502,147.3367919921875,107.73410034179688,222.29141235351562,167.35816659172662,168.0983123779297,12.0,43.0,24.56447311125626,36744,25.0,1050.0,1420.0,1248.785325495319,1250.0,19.0,56.0,35.38237535379926,35.0,,,,
Mombasa,6.7757368087768555,12.734451293945312,10.28166743687221,14,10.882759094238281,2012.0,4.288952827453613,7.154201507568359,5.220150538853237,4.836391448974609,11.238266944885254,20.67784881591797,15.65903799874442,14.656784057617188,72.48995208740234,102.25070190429688,86.49008614676339,86.86272430419922,166.11863708496094,266.52288818359375,239.87444196428572,251.6437530517578,54.8248291015625,76.97361755371094,65.22837175641742,65.72845458984375,54.25238037109375,73.37959289550781,64.06497192382812,65.37217712402344,52.93893814086914,88.83699035644531,67.89249093191964,66.82048034667969,38.786285400390625,69.0465087890625,54.793548583984375,55.137054443359375,129.82386779785156,209.8345947265625,157.19198172433036,155.46273803710938,63.24613952636719,264.0506896972656,129.03065708705358,126.52349853515625,44.27790832519531,62.16395950317383,51.21846226283482,49.549217224121094,10.0,28.0,19.860550458715597,3270,20.0,1230.0,1520.0,1381.538226299694,1390.0,15.0,40.0,27.4434250764526,28.0,,,,
Murang'a,6.330482482910156,32.20100402832031,13.8783935546875,110,12.882678985595703,2012.0,11.667781829833984,83.59849548339844,23.076453746448863,19.05290985107422,14.96967887878418,56.02178955078125,24.219984019886365,22.228759765625,327.1363830566406,784.408203125,438.63046875,432.6026306152344,118.16311645507812,608.633056640625,323.2813210227273,317.84222412109375,7.876590728759766,219.27142333984375,50.77712180397727,36.92919158935547,3.943500518798828,130.98114013671875,37.75181995738637,32.492218017578125,10.3331937789917,166.50347900390625,56.20729758522727,43.23490905761719,7.035129070281982,60.22951889038086,26.222327769886363,24.289173126220703,66.71109008789062,371.50341796875,173.98217329545454,169.99563598632812,146.31129455566406,350.5809326171875,193.5340021306818,184.80511474609375,82.94682312011719,222.4768524169922,146.6821377840909,149.41262817382812,11.0,57.0,24.017370761534185,35980,24.0,655.0,1460.0,1110.8162312395775,1120.0,23.0,73.0,47.124458032240135,48.0,,,,
Nairobi,6.8084330558776855,21.75419807434082,11.894829559326173,40,11.359633445739746,2012.0,12.4498929977417,19.615001678466797,15.194966125488282,15.265636444091797,18.599872589111328,33.06913757324219,24.50297393798828,23.887725830078125,259.3880920410156,465.168212890625,356.4214599609375,351.0552978515625,108.79276275634766,278.29791259765625,196.89361572265625,192.81381225585938,9.85987377166748,50.85798263549805,30.333575439453124,29.92953872680664,1.6081780195236206,24.476116180419922,11.937444305419922,12.05582046508789,3.7015676498413086,42.5355110168457,20.337420654296874,21.74593734741211,7.347656726837158,22.892566680908203,16.32191619873047,17.217697143554688,43.07903289794922,141.41925048828125,82.317822265625,83.06900024414062,126.75010681152344,247.9670867919922,170.35328369140626,160.656494140625,139.8376007080078,237.11370849609375,182.68150634765624,182.54800415039062,15.0,31.0,22.960687245195107,10302,23.0,989.0,1430.0,1247.9585517375267,1260.0,25.0,61.0,42.150747427683946,42.0,,,,
Nandi,6.796290874481201,24.48171043395996,12.140274630248092,131,11.027149200439453,2012.0,7.285617828369141,55.619178771972656,22.131630933921755,18.786989212036133,33.27300262451172,125.55862426757812,61.066600071564885,57.638431549072266,255.57424926757812,403.8467712402344,335.22736760496184,333.5618896484375,122.00772094726562,298.25933837890625,217.11927480916032,220.8348388671875,110.2476806640625,298.7667541503906,208.8169728053435,203.60626220703125,90.15359497070312,215.98455810546875,150.4536617366412,153.28939819335938,127.57893371582031,285.2466125488281,225.08580331583968,229.63809204101562,205.16944885253906,400.0037841796875,283.4723580629771,274.4392395019531,101.5289077758789,285.1198425292969,193.18714217557252,193.34051513671875,73.52128601074219,255.25186157226562,160.62593928912213,155.68972778320312,66.60597229003906,249.97561645507812,144.87067628816794,141.58633422851562,15.0,33.0,25.460492211991806,40511,26.0,892.0,1320.0,1135.6837402187061,1130.0,24.0,51.0,40.80657105477525,41.0,,,,
Narok,6.16688346862793,38.34712219238281,17.592686006259484,659,16.74072265625,2012.0,22.975008010864258,85.6410903930664,41.02784166350531,40.224761962890625,26.780969619750977,145.36575317382812,78.39411039453718,73.34894561767578,213.42759704589844,564.7564086914062,320.962253414264,311.410888671875,47.381568908691406,282.5021057128906,134.81046092564492,128.27743530273438,2.778130054473877,214.42868041992188,74.53552375758726,66.6736831665039,0.09998177736997604,199.04922485351562,47.76763443664643,33.59202575683594,4.6254333696538197e-10,210.33702087402344,76.11884128414265,76.87144470214844,0.00012339717068243772,215.3081817626953,60.98000047420334,43.60905456542969,10.43383502960205,229.03675842285156,80.69403215098635,76.09261322021484,57.21595764160156,215.9307861328125,119.46762376707132,119.25031280517578,76.07862854003906,261.6470947265625,150.85588960546283,145.51699829101562,13.0,48.0,28.763124,250000,29.0,866.0,1520.0,1214.57664,1230.0,19.0,53.0,33.066012,33.0,,,,
Nyamira,13.520856857299805,23.68092918395996,16.777370287024457,46,16.843429565429688,2012.0,32.719486236572266,64.0831298828125,44.78297490658967,44.22056579589844,107.30693054199219,141.70101928710938,119.67781929347827,117.77238464355469,260.896728515625,493.9091491699219,391.1257218070652,398.3537902832031,131.83432006835938,249.60015869140625,197.02114470108697,204.33847045898438,158.17141723632812,295.03253173828125,223.52815047554347,228.06227111816406,84.91870880126953,158.93106079101562,130.3175632642663,137.94371032714844,113.08357238769531,183.5545654296875,145.4430621603261,145.060302734375,138.9674530029297,319.78216552734375,230.8814538043478,231.82745361328125,106.42145538330078,208.49728393554688,156.3665824558424,161.0836181640625,146.2609405517578,308.1726379394531,218.43210767663044,214.14114379882812,146.90133666992188,248.52122497558594,195.95601222826087,202.19024658203125,16.0,44.0,25.171825549980703,12955,25.0,487.0,1350.0,1107.933770744886,1100.0,30.0,51.0,41.25171748359707,41.0,,,,
Nyandarua,6.5096282958984375,32.20100402832031,15.408176551870747,147,15.388214111328125,2012.0,13.69871711730957,83.59849548339844,35.5802309204932,33.42008972167969,20.766942977905273,86.89459228515625,38.49906329719388,34.55653762817383,146.23297119140625,784.408203125,317.6228741496599,296.1243896484375,117.35906982421875,573.3351440429688,280.2843324829932,248.90939331054688,35.334373474121094,219.27142333984375,101.05855389030613,99.99327850341797,10.713972091674805,272.2394714355469,141.00882227891157,131.81300354003906,19.04186248779297,193.16250610351562,118.00754676870748,123.01864624023438,10.0997314453125,148.13937377929688,75.30885283801021,75.19142150878906,36.82171630859375,371.50341796875,149.5780718537415,135.8109130859375,33.50182342529297,350.5809326171875,87.2059018920068,65.87107849121094,29.13817024230957,222.4768524169922,84.46192734906462,76.56127166748047,17.0,51.0,30.61109679635833,46572,30.0,771.0,1320.0,1131.154169887486,1140.0,23.0,52.0,38.05960663059349,38.0,,,,
Nyeri,7.984288215637207,34.02776336669922,21.330279583697553,143,21.812353134155273,2012.0,10.898113250732422,67.26585388183594,31.02951540646853,27.56772232055664,14.443389892578125,78.9451904296875,32.02497746394231,28.54645538330078,125.70549011230469,522.6502685546875,322.6276223776224,327.9444274902344,69.82479095458984,596.6265258789062,317.61724213286715,319.2598876953125,19.42784881591797,145.80313110351562,70.16466346153847,60.641685485839844,22.893207550048828,176.48341369628906,76.9292845826049,71.2933120727539,14.000675201416016,166.8818359375,82.91404884178321,76.04393768310547,16.704851150512695,86.81757354736328,40.04612721263112,34.20158386230469,62.69770431518555,314.9377136230469,174.29717548076923,166.71017456054688,51.41187286376953,249.680908203125,128.7728638548951,125.25405883789062,33.880126953125,194.73095703125,108.59560068837412,111.94204711914062,17.0,39.0,26.397624613051992,47487,26.0,729.0,1370.0,1111.136353107166,1120.0,24.0,59.0,39.753974772042874,39.0,,,,
Samburu,1.273662805557251,14.814080238342285,4.987652422077135,773,5.129327297210693,2012.0,1.5322329998016357,32.79234313964844,9.750696100824708,8.525445938110352,4.112329959869385,43.726112365722656,11.797179465152006,11.059678077697754,57.676795959472656,343.7913818359375,171.5232454721863,168.4843292236328,1.020673155784607,270.7769470214844,71.85311388260025,60.039894104003906,1.1838161562138794e-08,112.59880828857422,21.10021704196313,11.016059875488281,0.0,166.24636840820312,32.178376152166884,17.367538452148438,0.0,150.50775146484375,25.87967436125485,14.213418006896973,6.972364019475208e-09,86.51933288574219,9.668697066017142,1.6519854068756104,6.356719950417755e-08,318.38116455078125,94.989761885511,85.37101745605469,1.1472054719924927,129.7178955078125,54.30707774094437,50.8488655090332,23.41301918029785,168.26556396484375,82.93043034443726,77.29084777832031,11.0,34.0,20.820625365066395,296179,20.0,902.0,1550.0,1326.9633836294943,1350.0,15.0,47.0,27.949530520394763,27.0,,,,
Siaya,7.40566349029541,22.750391006469727,13.377219535209036,148,12.480375289916992,2012.0,26.13426971435547,57.06837463378906,37.6123706714527,36.93672180175781,54.979583740234375,99.40460968017578,78.17135372677365,77.54378509521484,207.77627563476562,330.230712890625,269.06133868243245,272.345703125,142.74249267578125,421.65869140625,214.13151921452703,197.58108520507812,84.59288787841797,303.06915283203125,161.94367609797297,150.688720703125,41.02674865722656,148.61370849609375,83.1960251266892,76.50200653076172,41.98162841796875,185.3024444580078,104.09955658783784,96.19384765625,56.54380798339844,325.5834655761719,187.4836887668919,173.46383666992188,66.86444091796875,241.47503662109375,146.47101984797297,137.2848358154297,109.44129943847656,280.02911376953125,185.83658414273648,173.89892578125,188.0467529296875,265.1781005859375,227.32440350506758,228.36199951171875,12.0,32.0,21.91789232787251,35831,22.0,1020.0,1410.0,1257.9636627501325,1260.0,16.0,62.0,40.63927883676146,41.0,,,,
Taita Taveta,1.3658064603805542,15.641767501831055,7.353906716510749,628,6.754027366638184,2012.0,4.501615524291992,45.763099670410156,15.02423212330812,10.948356628417969,17.221248626708984,57.67094039916992,32.789784036624205,32.246185302734375,48.411380767822266,267.6420593261719,120.96917296974522,112.91033935546875,0.968173623085022,81.9403076171875,26.903867685111464,25.509464263916016,0.1161736473441124,32.76447677612305,8.836331701582404,6.446977138519287,0.09486940503120422,29.747955322265625,7.816199430234873,6.4069671630859375,4.139790058135986,79.61277770996094,21.41615868829618,18.817325592041016,1.7167651653289795,35.19678497314453,13.964629155055732,10.610877990722656,4.3987226486206055,80.15677642822266,27.762371865047772,24.342147827148438,68.61676788330078,225.47486877441406,126.82944367038216,121.62969970703125,66.56916809082031,272.6431884765625,126.74977607484077,122.56144714355469,5.0,33.0,14.70470779760125,240792,14.0,899.0,1660.0,1363.642645935081,1380.0,14.0,50.0,28.411404863948967,28.0,,,,
Tana River,0.18250073492527008,11.922971725463867,5.536085480889166,1403,5.720249176025391,2012.0,0.09861363470554352,16.152355194091797,7.458559086555595,6.915353298187256,0.33756303787231445,50.265357971191406,16.244987025570207,14.027717590332031,0.9743632078170776,142.45565795898438,39.97578292052744,34.96703338623047,0.16508084535598755,245.01690673828125,23.851445563079118,6.768266201019287,3.4835239137720464e-09,59.89760971069336,12.23480794502851,5.954708576202393,0.0,46.64990997314453,9.125136426407698,7.336848258972168,1.8905272014535512e-08,115.72734069824219,10.156702434515324,6.655430316925049,0.19149506092071533,35.38414001464844,11.862576844262295,12.823477745056152,2.230339527130127,98.22401428222656,30.007667720955098,25.544933319091797,1.8758370876312256,378.38787841796875,136.78212981111903,128.07752990722656,1.5570063591003418,148.1515655517578,92.1071364932288,95.57318878173828,8.0,34.0,18.659688182248782,551027,18.0,1190.0,1630.0,1422.9836287514042,1420.0,11.0,60.0,29.472519495414925,29.0,,,,
Tharaka-Nithi,5.066452980041504,24.89153480529785,9.70322977701823,120,8.375476837158203,2012.0,5.455009937286377,36.075382232666016,15.05628153483073,13.759469985961914,8.710725784301758,42.425506591796875,18.928104654947916,17.020679473876953,180.04762268066406,565.217041015625,334.7690104166667,323.1119384765625,19.439970016479492,386.51611328125,139.37516276041666,126.72511291503906,2.0165653228759766,80.0296859741211,16.027921549479167,5.223491668701172,1.754368782043457,86.0363998413086,19.248588053385415,9.53519344329834,0.08219393342733383,98.8691635131836,21.2801025390625,11.5404052734375,0.7736554741859436,77.58415985107422,10.575495402018229,2.2294325828552246,89.70198059082031,339.5799560546875,188.81150716145834,181.60336303710938,163.45960998535156,356.5420837402344,252.808154296875,256.8074951171875,96.99629974365234,208.55572509765625,133.54954427083334,127.36634826660156,10.0,50.0,19.332719692457633,36938,18.0,709.0,1480.0,1221.1734257404298,1230.0,12.0,63.0,38.41642752720775,37.0,,,,
Trans Nzoia,4.8887739181518555,15.403366088867188,7.822224574806416,113,7.440963268280029,2012.0,11.983759880065918,37.88176727294922,20.58648411573562,19.418872833251953,23.862154006958008,63.66935729980469,38.54070882881637,38.164554595947266,218.15792846679688,356.632080078125,278.08785605641594,279.6837463378906,202.12301635742188,374.71966552734375,281.71432522123894,278.3815612792969,89.1230239868164,210.97203063964844,149.67498617256638,145.76658630371094,138.27345275878906,216.15255737304688,173.98572317477877,172.83399963378906,144.96697998046875,257.276123046875,184.03570934734512,179.6643524169922,137.83334350585938,312.73309326171875,242.79170699668143,242.6525115966797,105.93656158447266,300.6011047363281,184.21584623893804,176.8800811767578,65.52330780029297,246.04542541503906,128.04126624723452,119.78673553466797,49.8056755065918,107.78646087646484,82.97721930309734,82.51997375488281,17.0,34.0,25.773313758152405,35419,26.0,778.0,1400.0,1116.2481154182783,1120.0,22.0,62.0,42.734097518281146,44.0,,,,
Turkana,1.0006201267242432,6.716564178466797,2.5765130835843375,2075,2.30185604095459,2012.0,1.7608895301818848,20.76314926147461,5.693456795933735,5.015388488769531,5.536924839019775,63.80088806152344,21.881726280120482,18.71210289001465,31.54517936706543,250.3206024169922,98.45828313253013,86.45124816894531,3.782395839691162,367.17913818359375,84.11486445783133,73.44195556640625,0.2730933427810669,122.92936706542969,24.523136295180723,18.748031616210938,9.478964805603027,222.69424438476562,53.57578313253012,43.23500061035156,0.2638760507106781,210.5423583984375,35.29780873493976,22.538528442382812,2.0882664486521207e-09,86.6944580078125,14.532254329819278,7.391999244689941,1.0045861031926506e-08,182.7394256591797,25.837138554216867,5.7149763107299805,0.37376877665519714,153.66102600097656,26.661216114457833,22.561687469482422,19.15508270263672,99.5252685546875,50.317838855421684,47.46393966674805,7.0,36.0,22.934639012372532,662031,24.0,962.0,1610.0,1373.479610471413,1380.0,10.0,48.0,28.377622800140777,28.0,,,,
Uasin Gishu,5.327116012573242,11.083806991577148,7.69836669921875,150,7.514367580413818,2012.0,7.285617828369141,25.97238540649414,12.706593424479166,11.984827041625977,31.875885009765625,68.0291748046875,43.623697916666664,42.905616760253906,224.10183715820312,401.3056640625,298.07645833333333,296.3505554199219,172.94119262695312,465.44390869140625,257.96302083333336,240.59710693359375,75.8304214477539,253.48416137695312,147.9755078125,145.2332763671875,143.99655151367188,215.98455810546875,175.28984375,175.945068359375,127.96861267089844,266.6549987792969,191.4186328125,190.51954650878906,126.42108917236328,317.50006103515625,197.95643229166666,193.60430908203125,88.63799285888672,234.60073852539062,142.44936197916667,133.92030334472656,58.928829193115234,174.4113006591797,105.16370442708333,103.84073638916016,66.60597229003906,159.1461639404297,108.43493489583334,106.40596008300781,17.0,35.0,25.65403400309119,48525,25.0,990.0,1360.0,1130.3908500772798,1130.0,28.0,53.0,43.66893353941268,44.0,,,,
Vihiga,12.964624404907227,26.765539169311523,17.737010609019887,33,16.67303466796875,2012.0,32.82374954223633,56.126495361328125,42.35337136008523,40.92604064941406,73.04682922363281,125.55862426757812,92.58510150331439,89.752197265625,304.41558837890625,403.8467712402344,342.7403527462121,330.230712890625,179.98080444335938,313.48974609375,250.2523378314394,253.5557861328125,156.05020141601562,299.8857421875,237.0012872869318,233.61080932617188,89.35780334472656,142.06588745117188,113.95060961174242,114.7411117553711,127.57893371582031,279.16583251953125,198.35416666666666,190.2079620361328,242.63377380371094,400.0037841796875,304.3001006155303,299.0180969238281,171.28665161132812,261.47283935546875,205.43334221117425,193.65138244628906,188.94610595703125,272.07098388671875,231.55152107007575,231.41371154785156,146.64918518066406,249.97561645507812,221.28824869791666,227.86680603027344,16.0,32.0,25.155121951219513,8200,25.0,1040.0,1360.0,1204.4975609756098,1210.0,25.0,50.0,41.72121951219512,42.0,,,,
Wajir,0.32645612955093384,4.7597551345825195,1.9872033177029804,1946,1.867738962173462,2012.0,2.112910509109497,13.032880783081055,4.582142656410586,4.185351371765137,2.5729308128356934,15.200286865234375,5.536672782309866,5.012174606323242,36.367431640625,194.23731994628906,99.79125449640287,94.53353881835938,0.5065627694129944,84.36720275878906,31.95715971865365,32.76472473144531,1.1294161161856664e-08,7.906987190246582,1.7227651472571943,1.2826886177062988,6.579283558932891e-13,15.2529935836792,3.602976157020812,3.1855030059814453,1.226050017066882e-08,12.470514297485352,2.5311004544578624,2.1692733764648438,0.26430922746658325,13.191401481628418,3.2392939443088387,2.489604949951172,8.457579612731934,147.415771484375,55.77865252440905,54.667701721191406,2.721649169921875,134.50892639160156,47.43978433324769,46.163490295410156,3.232419013977051,50.22838592529297,16.28204489979445,14.058216094970703,9.0,34.0,21.442688626752727,781782,22.0,1120.0,1590.0,1438.754107922669,1440.0,11.0,48.0,27.193322435154556,27.0,,,,
West Pokot,2.0863897800445557,10.94669246673584,4.589897703729282,362,4.252096176147461,2012.0,3.196493625640869,30.635452270507812,12.232621503798342,10.856225967407227,7.293547630310059,68.33174896240234,25.404102641574585,22.81018829345703,73.78751373291016,329.23779296875,215.32631215469613,213.51622009277344,77.68232727050781,445.7487487792969,225.99693542817678,220.6876220703125,16.489330291748047,157.53717041015625,75.16838958908839,65.32630920410156,31.25705337524414,205.99026489257812,126.7201851691989,133.46371459960938,39.195960998535156,250.02073669433594,120.14867489640883,116.35196685791016,1.0047634840011597,270.8855285644531,100.27516401933701,88.84303283691406,2.67647385597229,340.7710266113281,133.41506603936463,130.82472229003906,5.732404708862305,161.909423828125,72.47401048860497,71.72960662841797,19.15508270263672,105.44608306884766,57.40940089779006,54.28498840332031,12.0,34.0,23.016194750831623,125658,23.0,796.0,1560.0,1279.628833818778,1280.0,16.0,51.0,31.05472791226981,30.0,,,,
Nakuru,4.063028812408447,19.655494689941406,10.929874648807177,317,11.012847900390625,2012.0,12.430118560791016,46.050235748291016,27.968026049881704,27.292299270629883,20.766942977905273,87.40536499023438,41.075306215496845,38.249908447265625,149.8526611328125,473.265625,280.98427641955834,277.8801574707031,95.00563049316406,385.13592529296875,220.53970327287067,217.70091247558594,11.357987403869629,238.53591918945312,90.88563436514195,88.84384155273438,0.5321202278137207,272.2394714355469,127.67755569794953,144.2593231201172,1.160621166229248,238.72259521484375,117.10355875394322,120.09077453613281,8.502805709838867,290.9294738769531,94.98735705835962,93.58081817626953,18.300861358642578,273.9150390625,114.72423353706624,114.40673828125,32.3692626953125,174.7969512939453,83.36080441640378,75.8109359741211,45.79096984863281,194.94752502441406,90.18143730283911,85.60424041748047,16.0,46.0,29.77398127542015,104248,30.0,841.0,1400.0,1114.725347248868,1130.0,16.0,51.0,33.600730949274805,33.0,,,,
Baringo,9.34587287902832,68.55307006835938,32.04041806175595,420,31.649280548095703,2013.0,3.318845748901367,21.44636344909668,9.745493280319941,8.671442031860352,56.11105728149414,237.6683349609375,111.71571800595238,106.78260803222656,102.6309585571289,480.17803955078125,236.34709821428572,212.55520629882812,43.951683044433594,279.3663635253906,137.540625,132.70237731933594,38.967185974121094,195.7291259765625,103.12021019345238,99.71623992919922,50.388267517089844,343.99810791015625,159.88020833333334,152.2601318359375,50.18824005126953,249.7574920654297,146.04209449404763,144.39743041992188,20.609249114990234,160.1200408935547,86.37574404761905,82.97702026367188,1.624983549118042,177.8004913330078,66.07731119791667,64.92304229736328,4.040389537811279,200.19631958007812,80.76892671130952,74.89279174804688,26.367473602294922,198.56063842773438,82.77472098214285,77.7355728149414,16.0,42.0,26.093247715615565,151682,26.0,931.0,1540.0,1241.4308883057977,1230.0,18.0,60.0,35.2150090320539,35.0,,,,
